TEST CENSUS (git HEAD 57269d21ab23cef3a4c5e50919890529ea70fff4): one row per tools/tests/*.py file.
columns: path | loc | tests=number of test methods | added=date|subject of the commit that added the file | commits touching it | pkg=dayz_mcp modules imported | imports_tests=other test modules imported | classes | popen=uses subprocess.Popen, sleeps=count of sleep calls | doc=module docstring first line
tools/tests/test_pack_addon_packonly.py | loc=95 | tests=7 | added=2026-09-15|fix(pack): pass -packonly when the addon has no binarizable assets (fb-20260915-005408-bcd8) | commits=1 | pkg=dayz_test_worker,pack_only | imports_tests=- | classes=PackOnlyPredicateTest,PackAddonScriptContractTest | popen=0 sleeps=0 | doc=pack-addon.ps1 must pass -packonly when the source has no binarizable assets.
tools/tests/test_pack_addon_staging.py | loc=811 | tests=14 | added=2026-09-15|fix(tools): pack the git-tracked addon through a verified stage | commits=1 | pkg=- | imports_tests=- | classes=PackAddonStagingTest | popen=0 sleeps=0 | doc=pack-addon.ps1 stages git-tracked addon/ (or a filtered folder), not the live tree.
tools/tests/test_packaging_declarations.py | loc=96 | tests=8 | added=2026-08-16|Initial public release | commits=5 | pkg=- | imports_tests=- | classes=PackagingDeclarationsTest,Pywin32ProvisioningTest | popen=0 sleeps=0 | doc=Gate the packaging metadata against what the tree actually ships.
tools/tests/test_parent_watchdog.py | loc=441 | tests=14 | added=2026-08-16|Initial public release | commits=2 | pkg=loopback,orphan_guard | imports_tests=- | classes=WatchdogDecisionTest,WatchdogInstallTest,WalkPastRedirectorsTest,WatchdogIntegrationTest | popen=1 sleeps=14 | doc=
tools/tests/test_pinned_keyfile.py | loc=59 | tests=3 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=PinnedKeyfileTests | popen=0 sleeps=0 | doc=
tools/tests/test_pipeline_feedback.py | loc=572 | tests=26 | added=2026-08-17|Adopt the 17/08 batch: action_use + pos_real gated in-game, junior-agent surface, recoverable box,  | commits=7 | pkg=inbox,server | imports_tests=- | classes=InboxTest,PipelineToolsTest,PipelineFeedbackInputSchemaLimitsTest,PipelineToolDescriptionsDeclareLimitsTest | popen=0 sleeps=0 | doc=
tools/tests/test_playbook_reload.py | loc=423 | tests=22 | added=2026-09-09|the one thing in this process that was really a leaf can now be reloaded | commits=1 | pkg=playbook_tool,server,server_freshness | imports_tests=test_client_mode | classes=PlaybookReloadTest | popen=0 sleeps=0 | doc=Offline consumer tests for the one-runner reload contract; no live services.
tools/tests/test_playbook_runner.py | loc=595 | tests=38 | added=2026-08-17|Adopt the 17/08 batch: action_use + pos_real gated in-game, junior-agent surface, recoverable box,  | commits=4 | pkg=server | imports_tests=- | classes=LocatePlaybooksTest,TomlParseTest,FixtureReplayTest,AllPlaybooksFixtureContractTest,SchemaBiteTest,NearTolRefTest | popen=0 sleeps=0 | doc=Offline tests for the generic playbook runner.
tools/tests/test_playbook_tool.py | loc=508 | tests=19 | added=2026-08-18|Cycle 6-7: ui_dialog phase 2 (Enforce + layout), server-side loopback check, playbook_run, netstat  | commits=5 | pkg=playbook_tool,server | imports_tests=- | classes=_FnMeta,_StubTool,_StubManager,_StubApp,PlaybookNameTest,PlaybookSchemaMapTest | popen=0 sleeps=0 | doc=Focal tests for the playbook_run MCP adapter.
tools/tests/test_player_respawn.py | loc=109 | tests=4 | added=2026-09-02|Move the bridge to v10: headless key press, respawn, and an honest readiness state | commits=1 | pkg=loopback,server,session_coordination | imports_tests=- | classes=PlayerRespawnIngressContractTest,PlayerRespawnFastMCPContractTest,PlayerRespawnEnforceSourceContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_player_teleport.py | loc=375 | tests=17 | added=2026-08-16|Initial public release | commits=6 | pkg=loopback,server,session_coordination | imports_tests=- | classes=PlayerTeleportIngressTest,PlayerTeleportEnforceContractTest,PlayerTeleportAppToolTest,OccupantClientSeatedPredicateTest | popen=0 sleeps=0 | doc=
tools/tests/test_pleno_lease_and_orphans.py | loc=448 | tests=12 | added=2026-09-15|fix(mcp): state what renews the lease and trace retired runs | commits=3 | pkg=dayz_test_tool,loopback,process_lifecycle,runtime_state,server,session_coordination | imports_tests=test_client_mode,test_daemon,test_mcp_tools,test_process_lifecycle,test_session_coordination,test_session_http,test_session_status_blocked_on | classes=PlenoLeaseAndOrphansTest,PlenoLeaseAndOrphansRound4Test,PlenoLeaseAndOrphansRound2Test | popen=0 sleeps=0 | doc=Lease contract text, stale acquire annotation, and retired-run traces.
tools/tests/test_poll_key_reload_contract.py | loc=83 | tests=2 | added=2026-08-17|Adopt the 16/08 evening bugfix batch: key reload, camera cleanup, daemon startup | commits=3 | pkg=- | imports_tests=- | classes=PollKeyReloadContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_poll_watchdog_contract.py | loc=470 | tests=8 | added=2026-08-28|Repair the client poll, and finish the v9 bump the version pins missed | commits=1 | pkg=- | imports_tests=- | classes=PollWatchdogContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_port_reclaim.py | loc=695 | tests=33 | added=2026-08-16|Initial public release | commits=3 | pkg=loopback,native_process_guard,native_process_snapshot,orphan_guard | imports_tests=- | classes=_FakeGuard,ArgvPortMatchTest,ArgvModuleClassificationTest,ShouldReclaimDiscriminatorTest,TryReclaimPortDecisionTest,ReclaimAncestorWalkTest | popen=1 sleeps=2 | doc=
tools/tests/test_precondition_docs.py | loc=201 | tests=6 | added=2026-09-11|server: name seated/clear and world_spawn attach preconditions in tool descriptions (ficha fb-20260 | commits=6 | pkg=server | imports_tests=test_client_mode,test_vehicle_trace_contract | classes=PreconditionDocsTest | popen=0 sleeps=0 | doc=Tool descriptions name the real vehicle_trace / world_spawn preconditions.
tools/tests/test_prerun_desktop_gate.py | loc=623 | tests=25 | added=2026-09-19|feat(mcp): pre-run desktop unlock and brightness gate | commits=2 | pkg=dayz_test_tool,server,steam_preflight | imports_tests=test_dayz_test_tool | classes=PrerunDesktopGateTest,PrerunDesktopDayzTestRunTest,PrerunDesktopDescriptionTest | popen=0 sleeps=4 | doc=Pre-run desktop unlock + brightness gate (fb-20260918-134756-05a0 / c0e5).
tools/tests/test_process_job_spike.py | loc=561 | tests=17 | added=2026-09-08|cc3c: five test modules that ran without being tracked | commits=1 | pkg=- | imports_tests=- | classes=ProcessJobSpikePureHelpersTest | popen=0 sleeps=0 | doc=
tools/tests/test_process_lifecycle.py | loc=5160 | tests=186 | added=2026-08-16|Initial public release | commits=10 | pkg=dayz_test_storage,instance_fence,loopback,process_lifecycle,runtime_state,session_coordination | imports_tests=- | classes=AuditSink,FakeLauncher,FakeGuard,ProcessRecordIdentitySchemeTest,ProcessLifecycleStatusPruneTest,FakeBridgeBindings | popen=0 sleeps=1 | doc=
tools/tests/test_progressive_disclosure.py | loc=179 | tests=5 | added=2026-09-17|fix(mcp): progressive tools/list disclosure after lease | commits=2 | pkg=server | imports_tests=- | classes=_FakeClientRuntime,ProgressiveDisclosureTest | popen=0 sleeps=0 | doc=Progressive tools/list disclosure (fb-20260917-092908-2ad1).
tools/tests/test_provenance_gate.py | loc=349 | tests=9 | added=2026-09-08|the provenance gate compares the registration it accredited, not the bytes around it | commits=2 | pkg=control_client,daemon_policy,host_config | imports_tests=- | classes=ProvenanceGateTests,SupervisedFlagRegistrationTests | popen=0 sleeps=0 | doc=L6: semantic provenance, fail-closed controls, and safe cause metadata.
tools/tests/test_python_backlog_fixes.py | loc=551 | tests=9 | added=2026-08-16|Initial public release | commits=4 | pkg=accredited_daemon_transport,daemon,host_config,loopback,server | imports_tests=- | classes=_FakeClock,PythonBacklogFixesTest | popen=0 sleeps=1 | doc=
tools/tests/test_registry_lock.py | loc=74 | tests=2 | added=2026-08-16|Initial public release | commits=1 | pkg=launcher_registry,registry_lock | imports_tests=- | classes=RegistryLockTest | popen=0 sleeps=0 | doc=
tools/tests/test_reload_lease_recovery.py | loc=203 | tests=6 | added=2026-09-25|fix(mcp): reload lease recovery + stale launcher source pin gate (#92) | commits=1 | pkg=control_client,dayz_test_tool,server,session_coordination,session_handoff | imports_tests=test_control_client | classes=ReloadLeaseRecoveryTests | popen=0 sleeps=0 | doc=
tools/tests/test_relock_toolchain.py | loc=91 | tests=3 | added=2026-08-16|Make the three machine-local pieces generatable on any clone | commits=1 | pkg=- | imports_tests=test_dependency_lock | classes=RelockToolchainTest | popen=0 sleeps=0 | doc=
tools/tests/test_request_path_authority.py | loc=394 | tests=13 | added=2026-08-16|Initial public release | commits=2 | pkg=- | imports_tests=- | classes=RequestPathAuthorityTests | popen=0 sleeps=0 | doc=
tools/tests/test_restore_gameplay_contract.py | loc=362 | tests=14 | added=2026-08-16|Initial public release | commits=8 | pkg=loopback,server,session_coordination | imports_tests=- | classes=RestoreGameplayIngressContractTest,RestoreGameplayFastMCPContractTest,RestoreGameplayEnforceSourceContractTest,RestoreGameplayPostconditionContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_result_prune.py | loc=209 | tests=10 | added=2026-08-16|Initial public release | commits=4 | pkg=loopback,result_prune | imports_tests=- | classes=ResultPruneTest | popen=0 sleeps=0 | doc=
tools/tests/test_resultleak_pool.py | loc=379 | tests=13 | added=2026-09-08|the server stops minting a result callback for every result it posts | commits=1 | pkg=- | imports_tests=- | classes=Array,Rest,ResultPoolBehaviorTest,ResultPoolSourceTest | popen=0 sleeps=0 | doc=Execute a restricted translation of the real result transport methods.
tools/tests/test_retail_quarantine.py | loc=196 | tests=7 | added=2026-08-16|Initial public release | commits=2 | pkg=loopback,orphan_guard,session_coordination | imports_tests=- | classes=RetailQuarantineTest | popen=0 sleeps=0 | doc=
tools/tests/test_run_reaper.py | loc=204 | tests=7 | added=2026-08-16|Initial public release | commits=3 | pkg=daemon,process_lifecycle,runtime_state,session_coordination | imports_tests=test_process_lifecycle | classes=InstallRunReaperTest,RunReaperCoordinatorWakeTest | popen=0 sleeps=0 | doc=
tools/tests/test_run_start_epoch_is_per_launch.py | loc=221 | tests=11 | added=2026-08-22|Keep the launch-log floor on the launch in progress | commits=1 | pkg=server | imports_tests=- | classes=RunStartEpochTests,CurrentLaunchLogsTests | popen=0 sleeps=0 | doc=`_run_start_epoch` and the launch-log floor it feeds.
tools/tests/test_runloss_diagnostics.py | loc=220 | tests=15 | added=2026-09-08|a probe that ran out of time reported the whole wait as timed out | commits=2 | pkg=loopback,server | imports_tests=test_client_mode,test_instance_fence | classes=RunlossRetirementTest,RunlossWaitBudgetTest | popen=0 sleeps=0 | doc=Run-loss errors through real lifecycle/queue/runtime, with no host processes.
tools/tests/test_runtime_state.py | loc=1166 | tests=26 | added=2026-08-16|Initial public release | commits=1 | pkg=runtime_state,session_coordination | imports_tests=- | classes=FakeClock,SequentialIds,BlockingSnapshot,RuntimeStateTest,CoordinatorSnapshotTest | popen=0 sleeps=0 | doc=
tools/tests/test_secure_launcher.py | loc=716 | tests=21 | added=2026-08-16|Initial public release | commits=2 | pkg=launcher_registry,native_broker_protocol,native_launcher_backend,secure_launcher | imports_tests=- | classes=SecureLauncherRegistryTests,PrivateIncrementalRedactorTests,SecureLauncherRuntimeTests | popen=0 sleeps=0 | doc=
tools/tests/test_security_runtime_audit.py | loc=1983 | tests=56 | added=2026-08-16|Initial public release | commits=2 | pkg=- | imports_tests=- | classes=SecurityRuntimeAuditTest | popen=0 sleeps=0 | doc=
tools/tests/test_server_freshness.py | loc=563 | tests=39 | added=2026-09-09|a tool result now says when the process is serving code you already replaced | commits=5 | pkg=server,server_freshness | imports_tests=test_client_mode | classes=ServerFreshnessTest | popen=0 sleeps=0 | doc=
tools/tests/test_server_response_truth.py | loc=639 | tests=32 | added=2026-08-23|Tell the truth in five server responses | commits=9 | pkg=control_client,server | imports_tests=test_mcp_tools | classes=RetailQuarantineErrorTest,VersionBlockedNoRunTest,EngineSetResponseTest,WorldTimeSetResponseTest,NormalizeAppliedClockTest,ToolDescriptionTruthTest | popen=0 sleeps=0 | doc=Caller-facing server responses must distinguish dispatch from confirmed state.
tools/tests/test_session_acquire_wait.py | loc=618 | tests=20 | added=2026-08-16|Initial public release | commits=2 | pkg=server,session_coordination | imports_tests=test_client_mode,test_session_coordination | classes=OperationQueueCoordinatorTests,ClientAcquireWaitTests | popen=0 sleeps=0 | doc=
tools/tests/test_session_coordination.py | loc=1147 | tests=49 | added=2026-08-16|Initial public release | commits=6 | pkg=session_coordination | imports_tests=- | classes=IdentityAndClassificationTest,FakeClock,SequentialIds,AuditSink,CleanupSink,SessionCoordinatorTest | popen=0 sleeps=2 | doc=
tools/tests/test_session_e2e.py | loc=576 | tests=14 | added=2026-09-04|tests: track the e2e session test and the helper modules the tracked tests import | commits=2 | pkg=control_client,daemon,loopback,server | imports_tests=test_client_mode,test_daemon | classes=IntegrationDaemon,GamePeer,SessionE2ETest,BinaryGateHelperTest | popen=0 sleeps=6 | doc=
tools/tests/test_session_handoff.py | loc=290 | tests=23 | added=2026-09-10|the MCP can now be handed a fix without being handed a restart | commits=1 | pkg=session_coordination,session_handoff | imports_tests=- | classes=HandoffRoundTripTest,HandoffRefusalTest,HandoffWriterContractTest,HandoffAgainstTheRealCoordinatorTest | popen=0 sleeps=0 | doc=
tools/tests/test_session_http.py | loc=789 | tests=22 | added=2026-08-16|Initial public release | commits=2 | pkg=loopback,runtime_state,session_coordination | imports_tests=- | classes=SnapshotStore,SessionHttpTest,ProductionCoordinationStorePersistSkipTest | popen=0 sleeps=0 | doc=
tools/tests/test_session_status_blocked_on.py | loc=133 | tests=4 | added=2026-08-23|Anchor wait_for to a marker, and tell the blocked agent its next move | commits=3 | pkg=server | imports_tests=test_client_mode,test_mcp_tools | classes=SessionStatusBlockedOnTest | popen=0 sleeps=0 | doc=Actionable next steps in the public session_status response.
tools/tests/test_shareconflict_windows.py | loc=315 | tests=6 | added=2026-09-08|a policy rejection now names its cause in the text the MCP client can read | commits=1 | pkg=control_client,daemon_policy,host_config,server | imports_tests=- | classes=ShareConflictWindowsTests | popen=1 sleeps=0 | doc=Real Windows sharing failures, unchanged authority, and public diagnostics.
tools/tests/test_sources_are_statically_analysable.py | loc=76 | tests=2 | added=2026-08-23|Pin that every source the audits read can actually be parsed | commits=1 | pkg=- | imports_tests=- | classes=SourcesAreStaticallyAnalysableTest | popen=0 sleeps=0 | doc=Every source the audits read must actually parse.
tools/tests/test_startup_keyfile.py | loc=59 | tests=4 | added=2026-08-23|Read the daemon keyfile through the checks written for it | commits=1 | pkg=daemon,loopback,server | imports_tests=- | classes=StartupKeyfileHardeningTest | popen=0 sleeps=0 | doc=Startup keyfile reads must use the pinned local-disk contract.
tools/tests/test_stdio_bridge.py | loc=524 | tests=24 | added=2026-09-19|fix(mcp): document stdio --client plan B for vsock McpStartupError | commits=3 | pkg=server,stdio_bridge | imports_tests=- | classes=HostStartupErrorTest,ClassifyProbeErrorTest,OfficialClientArgvTest,RetryWithBackoffTest,ProbeToolsListTest,ListToolsOnceTransportTest | popen=0 sleeps=1 | doc=
tools/tests/test_steam_launch_guard.py | loc=663 | tests=47 | added=2026-09-10|fix: admit and supervise Steam preparation before client launch | commits=2 | pkg=accredited_daemon_transport,dayz_test_request,normal_daemon_policy,pinned_keyfile,steam_launch_guard,steam_preflight,steam_prepare_helper,steam_prepare_supervisor | imports_tests=test_dayz_test_app,test_dayz_test_worker,test_process_lifecycle,test_steamfastpath_repair | classes=Provider,Host,SteamLifetimeTests,ScriptedHelper,SupervisorTests,SteamAdmissionTests | popen=1 sleeps=2 | doc=
tools/tests/test_steam_not_running_preflight.py | loc=314 | tests=14 | added=2026-09-24|test(steam): pin a named refusal for a closed Steam and the gate's registry view | commits=1 | pkg=dayz_test_tool,steam_launch_guard,steam_preflight,steam_prepare_helper | imports_tests=test_dayz_test_tool,test_steam_preflight | classes=SteamNotRunningEvaluationTests,SteamNotRunningToolGateTests,_InheritedRegistryView,DaemonGateRegistryViewTests | popen=1 sleeps=0 | doc=fb-20260924-011620-678b: a launch with Steam closed stops before DayZ and says so.
tools/tests/test_steam_preflight.py | loc=466 | tests=19 | added=2026-09-02|Detect the Steam session that is registered but not running | commits=5 | pkg=steam_preflight | imports_tests=- | classes=FakeSteamProvider,SteamPreflightTests,_MutableSteamProvider,_FakeRemediationHost,SteamRemediationHostTest,SteamInvokeFlagsTests | popen=1 sleeps=0 | doc=Contrato focal de M16 para el preflight Steam sin tocar el host.
tools/tests/test_steamfastpath_repair.py | loc=498 | tests=32 | added=2026-09-09|the steam preflight restarted Steam to fix one stale DWORD, and five inbox tickets | commits=4 | pkg=steam_preflight | imports_tests=- | classes=MemoryProvider,MemoryHost,SteamFastPathTests,RestartShutdownSkipTests | popen=1 sleeps=0 | doc=Offline behavior tests; STEAMFASTPATH_SOURCE can select the saved BEFORE.
tools/tests/test_steampost_readiness.py | loc=443 | tests=27 | added=2026-09-09|the remediation said yes three seconds before Steam had finished starting | commits=3 | pkg=steam_preflight | imports_tests=test_dayz_test_tool,test_steamfastpath_repair | classes=SteamStartupWaitTests,RecordingStream,WindowsSteamStartupTests,SteamBranchEnvelopeTests | popen=1 sleeps=0 | doc=Offline Steam startup mitigation and public remediation branch diagnostics.
tools/tests/test_surface_query.py | loc=114 | tests=4 | added=2026-08-16|Initial public release | commits=1 | pkg=loopback,server,session_coordination | imports_tests=- | classes=SurfaceQueryIngressTest,SurfaceQueryEnforceContractTest,SurfaceQueryAppToolTest | popen=0 sleeps=0 | doc=
tools/tests/test_task7_final_authority_regressions.py | loc=1852 | tests=35 | added=2026-09-08|cc3c: five test modules that ran without being tracked | commits=4 | pkg=loopback,runtime_state,server,session_coordination | imports_tests=test_task7_rereview_regressions,test_task7_review_regressions | classes=ReleasingBudgetTest,CleanupWorkerCapacityTest,GrantLedgerLinearizationTest,StateLockIoBoundaryTest,ExecEnforceCapacityReservationTest,OwnerReadRevalidationTest | popen=0 sleeps=3 | doc=
tools/tests/test_task7_final_lifecycle_regressions.py | loc=345 | tests=8 | added=2026-09-08|cc3c: five test modules that ran without being tracked | commits=1 | pkg=admin_cli,process_lifecycle | imports_tests=test_lifecycle_cli,test_task7_review_regressions | classes=PostProvisionalRetailFenceTest,ReconcileExactSurvivorSetTest,AdminCliReconcileStateMatrixTest,StopPreflightReservationRollbackTest,AdoptPrecommitRollbackTest,RunRecordStateInvariantTest | popen=0 sleeps=0 | doc=
tools/tests/test_task7_rereview_regressions.py | loc=1219 | tests=37 | added=2026-09-07|two instruments that can now go red (fichas 30c1, 3636) | commits=3 | pkg=loopback,native_process_guard,orphan_guard,process_lifecycle,runtime_state,session_coordination | imports_tests=test_task7_review_regressions | classes=AuthorityIoBoundaryTest,CleanupBudgetAndFencingTest,DispatchAuditDegradationTest,FailedLaunchSettlementTest,SettlementFlakeProbeExitTest,LifecycleRecoveryAndOutcomeTest | popen=0 sleeps=0 | doc=
tools/tests/test_task7_review_regressions.py | loc=1422 | tests=37 | added=2026-09-07|two instruments that can now go red (fichas 30c1, 3636) | commits=2 | pkg=daemon,loopback,process_lifecycle,runtime_state,server,session_coordination | imports_tests=- | classes=ProcessGuardGateContractTest,Sequence,Clock,Audit,Handle,Launcher | popen=0 sleeps=0 | doc=
tools/tests/test_task9_launcher_migration.py | loc=407 | tests=5 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=LauncherMigrationContainmentTest | popen=1 sleeps=0 | doc=
tools/tests/test_task9_protocol_docs.py | loc=246 | tests=10 | added=2026-09-08|cc3c: five test modules that ran without being tracked | commits=3 | pkg=- | imports_tests=- | classes=Task9ProtocolDocsTests | popen=0 sleeps=0 | doc=
tools/tests/test_task9_spawn_phase_markers.py | loc=274 | tests=7 | added=2026-08-16|Initial public release | commits=10 | pkg=- | imports_tests=- | classes=Task9SpawnPhaseMarkerTests | popen=0 sleeps=0 | doc=
tools/tests/test_telemetry_read_modes.py | loc=195 | tests=7 | added=2026-09-11|server: telemetry_read publishes a closed mode enum and names each mode's args, returns, and ToolEr | commits=1 | pkg=server | imports_tests=test_client_mode | classes=TelemetryReadModesContractTest,TelemetryReadPublicErrorsAreToolErrorsTest | popen=0 sleeps=0 | doc=telemetry_read publishes a closed mode enum and names each mode's contract.
tools/tests/test_telemetry_read_names_the_bad_field.py | loc=87 | tests=4 | added=2026-08-21|Close phase 0: pin the boundaries, publish the bridge, drop the author's paths | commits=2 | pkg=server | imports_tests=test_client_mode | classes=TelemetryReadNamesTheBadFieldTest | popen=0 sleeps=0 | doc=telemetry_read must say WHICH argument is wrong.
tools/tests/test_token_budget.py | loc=76 | tests=9 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=TokenBudgetTest | popen=0 sleeps=0 | doc=
tools/tests/test_tool_registry_fingerprint.py | loc=839 | tests=20 | added=2026-09-02|Fingerprint the tool registry, and refuse to guess when the seal will not parse | commits=2 | pkg=effective_schema_core,tool_registry_fingerprint | imports_tests=- | classes=OracleReproductionTests,RegistryCanonTests,SnapshotComparatorTests,AuthorityBundleTests | popen=0 sleeps=0 | doc=Pure M14 registry fingerprint contract tests with frozen external oracles.
tools/tests/test_ui_click_scriptview.py | loc=129 | tests=6 | added=2026-09-02|Move the bridge to v10: headless key press, respawn, and an honest readiness state | commits=2 | pkg=- | imports_tests=- | classes=UiClickScriptViewSourceContractTest,UiClickDirectModeContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_ui_dialog.py | loc=803 | tests=42 | added=2026-08-18|Hardening cycle 4-5: local CLI pin (P1-01), bounded loopback bodies (P1-03), ui_dialog phase 1, 49- | commits=2 | pkg=loopback,result_prune,server,ui_dialog | imports_tests=test_client_mode | classes=_FakeDialogRuntime,UiDialogValidationTest,UiDialogResultTest,UiDialogExecuteTest,UiDialogClientRuntimeTest,UiDialogWhitelistTest | popen=0 sleeps=1 | doc=
tools/tests/test_ui_enforce_contract.py | loc=718 | tests=15 | added=2026-09-02|M05: resolve UI widgets by unique name, and refuse click modes with no handler | commits=1 | pkg=- | imports_tests=test_vehicle_telemetry_contract | classes=UiEnforceContractTest,CanonicalPathReferenceModelTest | popen=0 sleeps=0 | doc=Source contract of the client UI verbs in MCPClientBridge.c (M05-UI-ENFORCE).
tools/tests/test_ui_error_diagnostics.py | loc=197 | tests=10 | added=2026-09-04|server: a bridge ok:0 keeps the diagnostics the bridge filled before the error, for the core UI ver | commits=3 | pkg=server | imports_tests=- | classes=BridgeErrorDiagnosticsTest,UiClickWireTest | popen=0 sleeps=0 | doc=fb-20260829-221423-b2c4: a bridge ok:0 keeps the diagnostics it filled before the error.
tools/tests/test_ui_reload_layout.py | loc=147 | tests=10 | added=2026-08-20|Close the instance-fencing gate, and the three coordinator holes | commits=1 | pkg=loopback,server,session_coordination | imports_tests=- | classes=UiReloadLayoutRoutingTest,UiReloadLayoutArgsTest,UiReloadLayoutToolTest,UiReloadLayoutEnforceTest | popen=0 sleeps=0 | doc=ui_reload_layout: reload a .layout into the client without repacking the mod.
tools/tests/test_validate_command_args_table.py | loc=700 | tests=3 | added=2026-08-23|Replace the command-validation ladder with a declarative schema table | commits=6 | pkg=loopback | imports_tests=- | classes=ValidateCommandArgsTableTest,ValidateCommandArgsFallbackTest | popen=0 sleeps=0 | doc=Characterize command argument validation before its table refactor.
tools/tests/test_vehicle_prepare_fixture.py | loc=316 | tests=15 | added=2026-08-16|Initial public release | commits=6 | pkg=loopback,server,session_coordination | imports_tests=test_ui_error_diagnostics | classes=VehiclePrepareFixtureTest,VehiclePrepareFixtureAppToolTest,FixtureNotReadyDiagnosticsTest,FixtureNotReadyWireTest | popen=0 sleeps=0 | doc=
tools/tests/test_vehicle_telemetry_contract.py | loc=833 | tests=13 | added=2026-09-02|Move the bridge to v10: headless key press, respawn, and an honest readiness state | commits=4 | pkg=- | imports_tests=test_vehicle_telemetry_contract | classes=TestVehicleTelemetryWireContract | popen=0 sleeps=0 | doc=
tools/tests/test_vehicle_trace.py | loc=744 | tests=16 | added=2026-08-16|Initial public release | commits=7 | pkg=vehicle_trace | imports_tests=- | classes=VehicleTracePresenceTest,VehicleTraceValidationTest | popen=0 sleeps=0 | doc=
tools/tests/test_vehicle_trace_contract.py | loc=300 | tests=9 | added=2026-08-16|Initial public release | commits=8 | pkg=loopback,server,session_coordination | imports_tests=- | classes=VehicleTraceIngressContractTest,VehicleTraceFastMCPContractTest,VehicleTraceEnforceSourceContractTest | popen=0 sleeps=0 | doc=
tools/tests/test_visual_gate_resolution.py | loc=118 | tests=9 | added=2026-08-16|Initial public release | commits=1 | pkg=- | imports_tests=- | classes=VisualGateResolutionTest,VisualGateNegativeTest | popen=0 sleeps=0 | doc=Offline viability gate (R26) for the visual-capture resolution/zoom upgrade.
tools/tests/test_vpp_preflight.py | loc=1810 | tests=73 | added=2026-09-05|launcher: refuse a server start whose effective -mod= carries no VPP admin tools, before any path i | commits=6 | pkg=dayz_test_modes,dayz_test_request,dayz_test_tool,dayz_test_worker,native_launcher_transaction,steam_preflight | imports_tests=- | classes=FakeFiles,VppPreflightDecisionTest,VppPreflightEnforcementTest,_CountingControlClient,VppPreflightChokepointTest,VppPreflightInvariantTest | popen=0 sleeps=0 | doc=VPP admin-tools preflight on the secure_launcher route (ficha df93).
tools/tests/test_w3_bug_verdicts.py | loc=81 | tests=4 | added=2026-09-13|test(mcp): pin H4 grace runtime and version W3 verdicts | commits=3 | pkg=- | imports_tests=- | classes=Bug110CheckoutLoadTests,Bug111DeadConstantTests,Bug112InconclusoTests | popen=0 sleeps=0 | doc=Versioned W3 verdicts for BUG-110 / 111 / 112 (W3-P2-02).
tools/tests/test_wait_for.py | loc=827 | tests=34 | added=2026-08-16|Initial public release | commits=12 | pkg=loopback,server | imports_tests=test_client_mode,test_mcp_tools | classes=_FakeRuntime,_HttpClientNotPollingThenPlayers,WaitForTest,WaitForBug086EvidenceTest | popen=0 sleeps=1 | doc=
tools/tests/test_wait_for_launch_and_contract.py | loc=602 | tests=29 | added=2026-08-21|Make wait_for(log_matches) able to find the line, and say what it read | commits=4 | pkg=log_tail,server | imports_tests=test_wait_for | classes=_FakeRuntime,PatternIsASubstringTest,LaunchScanReachesTheStartOfTheLaunchTest,LaunchScanIsBoundedTest,ScannedReportTest,ScanHelperTest | popen=0 sleeps=1 | doc=wait_for(log_matches): the substring contract, the launch scan, the scan report.
tools/tests/test_wait_for_marker.py | loc=139 | tests=5 | added=2026-08-23|Anchor wait_for to a marker, and tell the blocked agent its next move | commits=2 | pkg=server | imports_tests=test_client_mode,test_mcp_tools | classes=WaitForMarkerTest | popen=0 sleeps=0 | doc=Exact log cursors for wait_for(log_matches).
tools/tests/test_wait_for_requires_a_live_run.py | loc=132 | tests=3 | added=2026-08-22|Refuse wait_for when no run is live, instead of scanning a dead launch | commits=1 | pkg=server | imports_tests=test_wait_for_launch_and_contract | classes=WaitForRequiresALiveRunTest | popen=0 sleeps=0 | doc=wait_for(log_matches) must refuse when no run is live.
tools/tests/test_wave_fixes_20260824.py | loc=191 | tests=17 | added=2026-08-24|Land the inbox wave on bridge v9 and certify the site with three external agents | commits=3 | pkg=native_process_snapshot,server | imports_tests=- | classes=AnnotateEntitiesReliabilityTest,ObjectTargetArgsTest,CurrentLaunchLogsCrashExclusionTest,SamePathSubstTest,EntitiesQueryCompositeTest | popen=0 sleeps=0 | doc=Coverage for the 2026-08-24 wave fixes: entities_query reliability annotation
tools/tests/test_weak_agent_consumer_ux.py | loc=744 | tests=34 | added=2026-08-17|Adopt the 17/08 batch: action_use + pos_real gated in-game, junior-agent surface, recoverable box,  | commits=12 | pkg=accredited_daemon_transport,agent_loop,inbox,server | imports_tests=test_client_mode,test_mcp_tools | classes=WeakAgentCatalogTest,WeakAgentWaitForTest,WeakAgentLeaseRequiredTest,WeakAgentReadyTest,WeakAgentWorldReadFailFastTest,WeakAgentClientModeEnqueueTest | popen=0 sleeps=0 | doc=
